App,Ver,Date,Notes
Car Launcher,7.3.5,"Feb 4, 2023","This version contains some UI issues with the device notch reported by users and added the ability to set the transparency of the information dashboard.

Enjoy & Drive safely!

previous version:

Redesinged the main layout to allow you to set the buttons size.

Added a recent actions side menu for quicker access.

Added navigation instructions on main screen.

Added a shortcut from the mini-player to maximize to the full sized player.

Added memory-map to shortcut navigation app list.
"
Car Launcher,7.3,"Jan 17, 2023",Redesinged the main layout to allow you to set the buttons size.Added a recent actions side menu for quicker access.Added navigation instructions on main screen.Added a shortcut from the mini-player to maximize to the full sized player.Added memory-map to shortcut navigation app list. Fixed some bugs & stability issues.
Car Launcher,7.2,"Sep 27, 2022","Previous version allowed you to customize your iCarMode's background.This version adds the option to customize the colors to match your background image or your car's color.While at it, also crashed some bugs :-)Enjoy & Drive Safely!"
Car Launcher,7.1.5,"Aug 8, 2022",This version includes mainly bug fixes and some minor improvements.
Car Launcher,7.1,"Jul 15, 2022","In this version the focus was improving the user experience in iCarMode's music player.Bigger tiles, easier search, filter & the ability for you to manage your favorite music in your next drive.Enjoy & Drive Safely!"
Car Launcher,7.0.2,"Apr 24, 2022","Bug fixes.Version 7.0 turns iCarMode payment model to subscription, but not without some great new features included:- Turn-by-Turn navigation built-in in iCarMode, no need to go back and forward to an external navigation app (unless you really want to...).- Podcasts player included as part of the subscription, no need to purchase it separately.- Custom background image - you can choose your own background (don't forget to tag @icarmode_ with your designs).- Siri shortcuts to automate playing your favorite radio station or start your drive with a good podcast.



- Many tweaks and bugs you reported were handled.



- Legacy user? you can enjoy the same iCarMode you know without subscribing, but you'll miss all these premium features (and more to come...) - support us by subscribing (special discount for legacy users included).



As always - Enjoy & Drive Safely!"
Car Launcher,7.0,"Apr 21, 2022","This version turns iCarMode payment model to subscription, but not without some great new features included:- Turn-by-Turn navigation built-in in iCarMode, no need to go back and forward to an external navigation app (unless you really want to...).- Podcasts player included as part of the subscription, no need to purchase it separately.- Custom background image - you can choose your own background (don't forget to tag @icarmode_ with your designs).- Siri shortcuts to automate playing your favorite radio station or start your drive with a good podcast.- Many tweaks and bugs you reported were handled.

- Legacy user? you can enjoy the same iCarMode you know without subscribing, but you'll miss all these premium features (and more to come...) - support us by subscribing (special discount for legacy users included).

As always - Enjoy & Drive Safely!
"
Car Launcher,6.5.15,"Sep 30, 2021",Small compatibility issues with new iPad-mini and iOS 15.Bug fixes.
Car Launcher,6.5.1,"Aug 6, 2021",- Music quick launch now contains recent played music from AppleMusic and Spotify- Set default volume for music/radio/podcasts player.- Direct run of a specific shortcut from Shortcuts App by name.- Even more radio stations added to the list.- Bug fixes.
Car Launcher,6.5.0,"Aug 4, 2021",- Music quick launch now contains recent played music from AppleMusic and Spotify- Set default volume for music/radio/podcasts player.- Direct run of a specific shortcut from Shortcuts App by name.- Even more radio stations added to the list.- Bug fixes.
