App,Ver,Date,Notes
"Car Design, 3D Tuning, Modify",4.1.5,"Jan 31, 2023",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.com
"Car Design, 3D Tuning, Modify",4.1.4,"Dec 30, 2022",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.com
"Car Design, 3D Tuning, Modify",4.1.3,"Nov 18, 2022",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.com
"Car Design, 3D Tuning, Modify",4.1.2,"Nov 15, 2022",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.com
"Car Design, 3D Tuning, Modify",4.1.1,"Nov 13, 2022",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.com
"Car Design, 3D Tuning, Modify",4.0.3,"Apr 8, 2022",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",4.0.2,"Mar 9, 2022",We are working every day on Formacar!- Added the ability to log in without registration and authorization.- Improved and accelerated the operation of the menu in the 3D configurator.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",4.0.1,"Jan 10, 2022","We work every day on Formacar!
- Added dark theme.
- Optimized for iOS 13.
- Minor changes on UX / UI.
- Improved stability and fixed some bugs.
PS. Your comments and suggestions can be sent to support@formacar.ru"
"Car Design, 3D Tuning, Modify",4.0.0,"Oct 11, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",3.2.5,"Apr 21, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",5.2.4,"Apr 15, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",5.2.3,"Mar 9, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",5.2.2,"Feb 11, 2021",We work every day on Formacar!- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru
"Car Design, 3D Tuning, Modify",5.2.1,"Dec 12, 2020",We work every day on Formacar!- Added widgets for ios 14 .- added automatic translation for news in all languages.- Ability to open a configured car from any user's garage.- Improved stability and fixed some bugs.
"Car Design, 3D Tuning, Modify",5.2.0,"Nov 19, 2020",We work every day on Formacar!- Added widgets for ios 14 .- added automatic translation for news in all languages.- Ability to open a configured car from any user's garage.- Improved stability and fixed some bugs.
"Car Design, 3D Tuning, Modify",5.1.3,"Sep 11, 2020","We work every day on Formacar!- Added a new navigation menu that can be customized.- Added new registration / authorization methods via Apple ID and Google.- Now you can link all your social networks to your account for easy authorization.- Added stickers section in 3D Configurator version 2.0. - 3D Configurator adds information for cars, tuning and disks.
- In the 3D Configurator version 2.0, different interior color palettes have been added to the car interior painting section.
- Improved stability and fixed some bugs.
PS. You can send your comments and suggestions to support@formacar.ru"
"Car Design, 3D Tuning, Modify",5.1.2,"Jun 29, 2020","We work every day on Formacar!- Added new registration / authorization methods via Apple ID and Google.- Now you can link all your social networks to your account for easy authorization.- Added stickers section in 3D Configurator version 2.0- Added information for cars, tuning, and disks in the 3D Configurator. - In the 3D Configurator version 2.0, different interior color palettes are added to the car interior painting section.
- Improved stability and fixed some bugs.
PS. You can send your comments and suggestions to support@formacar.ru"
"Car Design, 3D Tuning, Modify",5.1.1,"Jun 11, 2020","We work every day on Formacar!- Added new registration / authorization methods via Apple ID and Google.- Now you can link all your social networks to your account for easy authorization.- Added stickers section in 3D Configurator version 2.0- Added information for cars, tuning, and disks in the 3D Configurator. - In the 3D Configurator version 2.0, different interior color palettes are added to the car interior painting section.
- Improved stability and fixed some bugs.
PS. You can send your comments and suggestions to support@formacar.ru"
"Car Design, 3D Tuning, Modify",5.0.2,"Apr 4, 2020","We work every day on Formacar!- Added a new 3D Configurator version 2.0. When starting 3D Configurator, you can now choose which version to launch.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru"
"Car Design, 3D Tuning, Modify",5.0.1,"Mar 27, 2020","We work every day on Formacar!- Added a new 3D Configurator version 2.0. When starting 3D Configurator, you can now choose which version to launch.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru"
"Car Design, 3D Tuning, Modify",5.0.0,"Mar 10, 2020","We work every day on Formacar!- Added a new 3D Configurator version 2.0. When starting 3D Configurator, you can now choose which version to launch.- Improved stability and fixed some bugs.PS. You can send your comments and suggestions to support@formacar.ru"
"Car Design, 3D Tuning, Modify",4.9.9,"Jan 20, 2020",We work every day on Formacar!- Optimization for iOS 13.- Minor changes to UX/UI.- Improved stability and fixed some bugs.PS. Your comments and suggestions can be sent to support@formacar.ru
"Car Design, 3D Tuning, Modify",4.9.8,"Jan 13, 2020",We work every day on Formacar!- Optimization for iOS 13.- Minor changes to UX/UI.- Improved stability and fixed some bugs.PS. Your comments and suggestions can be sent to support@formacar.ru
"Car Design, 3D Tuning, Modify",4.9.7,"Jan 10, 2020",We work every day on Formacar!- Added dark theme.- Optimized for iOS 13.- Minor changes on UX / UI.- Improved stability and fixed some bugs. PS. Your comments and suggestions can be sent to support@formacar.ru
"Car Design, 3D Tuning, Modify",4.9.6,"Dec 30, 2019",We work every day on Formacar!- Added dark theme.- Optimized for iOS 13.- Minor changes on UX / UI.- Improved stability and fixed some bugs.PS. Your comments and suggestions can be sent to support@formacar.ru
